name,clade,class
L1-45_DR,L1,Non-LTR Retrotransposon
L1-46_DR,L1,Non-LTR Retrotransposon
L1-47_DR,L1,Non-LTR Retrotransposon
L1-48_DR,L1,Non-LTR Retrotransposon
L1-49_DR,L1,Non-LTR Retrotransposon
L1-4B_DR,Tx1,Non-LTR Retrotransposon
L1-4_DR,Tx1,Non-LTR Retrotransposon
L1-50_DR,L1,Non-LTR Retrotransposon
L1-51_DR,L1,Non-LTR Retrotransposon
L1-52_DR,L1,Non-LTR Retrotransposon
L1-53_DR,L1,Non-LTR Retrotransposon
L1-54_DR,L1,Non-LTR Retrotransposon
L1-55_DR,L1,Non-LTR Retrotransposon
L1-56_DR,L1,Non-LTR Retrotransposon
L1-57_DR,L1,Non-LTR Retrotransposon
L1-58_DR,L1,Non-LTR Retrotransposon
L1-59_DR,L1,Non-LTR Retrotransposon
L1-5_DR,Tx1,Non-LTR Retrotransposon
L1-60_DR,L1,Non-LTR Retrotransposon
L1-61_DR,L1,Non-LTR Retrotransposon
L1-62_DR,L1,Non-LTR Retrotransposon
L1-63_DR,L1,Non-LTR Retrotransposon
L1-64_DR,L1,Non-LTR Retrotransposon
L1-65_DR,L1,Non-LTR Retrotransposon
L1-66_DR,L1,Non-LTR Retrotransposon
L1-67_DR,L1,Non-LTR Retrotransposon
L1-68_DR,L1,Non-LTR Retrotransposon
L1-69_DR,L1,Non-LTR Retrotransposon
L1-6_DR,L1,Non-LTR Retrotransposon
L1-70_DR,L1,Non-LTR Retrotransposon
L1-71_DR,L1,Non-LTR Retrotransposon
L1-72_DR,L1,Non-LTR Retrotransposon
L1-73_DR,L1,Non-LTR Retrotransposon
L1-74_DR,L1,Non-LTR Retrotransposon
L1-75_DR,L1,Non-LTR Retrotransposon
L1-78_DR,L1,Non-LTR Retrotransposon
L1-79_DR,L1,Non-LTR Retrotransposon
L1-7_DR,L1,Non-LTR Retrotransposon
L1-81_DR,L1,Non-LTR Retrotransposon
L1-82_DR,L1,Non-LTR Retrotransposon
L1-83_DR,L1,Non-LTR Retrotransposon
L1-84_DR,L1,Non-LTR Retrotransposon
L1-85_DR,L1,Non-LTR Retrotransposon
L1-86_DR,L1,Non-LTR Retrotransposon
L1-87_DR,L1,Non-LTR Retrotransposon
L1-88_DR,L1,Non-LTR Retrotransposon
L1-89_DR,L1,Non-LTR Retrotransposon
L1-8_DR,L1,Non-LTR Retrotransposon
L1-90_DR,L1,Non-LTR Retrotransposon
L1-91_DR,L1,Non-LTR Retrotransposon
L1-92_DR,L1,Non-LTR Retrotransposon
L1-94_DR,L1,Non-LTR Retrotransposon
L1-95_DR,L1,Non-LTR Retrotransposon
L1-96_DR,L1,Non-LTR Retrotransposon
L1-97_DR,L1,Non-LTR Retrotransposon
L1-98_DR,L1,Non-LTR Retrotransposon
L1-99B_DR,L1,Non-LTR Retrotransposon
L1-99_DR,L1,Non-LTR Retrotransposon
L1-9_DR,L1,Non-LTR Retrotransposon
L2-11_DRe,L2,Non-LTR Retrotransposon
L2-13B_DRe,L2,Non-LTR Retrotransposon
L2-13_DRe,L2,Non-LTR Retrotransposon
L2-14_DRe,L2,Non-LTR Retrotransposon
L2-16_DRe,L2,Non-LTR Retrotransposon
L2-17_DRe,L2,Non-LTR Retrotransposon
L2-1B_DR,L2,Non-LTR Retrotransposon
L2-1_DR,L2,Non-LTR Retrotransposon
L2-2_DRe,L2,Non-LTR Retrotransposon
L2-32_DRe,L2,Non-LTR Retrotransposon
L2-33_DRe,L2,Non-LTR Retrotransposon
L2-34_DR,L2,Non-LTR Retrotransposon
L2-35_DRe,L2,Non-LTR Retrotransposon
L2-36B_DRe,L2,Non-LTR Retrotransposon
L2-36_DRe,L2,Non-LTR Retrotransposon
L2-3_DRe,L2,Non-LTR Retrotransposon
L2-41_DRe,L2,Non-LTR Retrotransposon
L2-42_DRe,L2,Non-LTR Retrotransposon
L2-43_DR,L2,Non-LTR Retrotransposon
L2-44_DR,L2,Non-LTR Retrotransposon
L2-45_DR,L2,Non-LTR Retrotransposon
L2-46_DR,L2,Non-LTR Retrotransposon
L2-47_DR,L2,Non-LTR Retrotransposon
L2-48_DR,L2,Non-LTR Retrotransposon
L2-49_DR,L2,Non-LTR Retrotransposon
L2-4_DRe,L2,Non-LTR Retrotransposon
L2-50_DR,L2,Non-LTR Retrotransposon
L2-51_DR,L2,Non-LTR Retrotransposon
L2-52_DR,L2,Non-LTR Retrotransposon
L2-53_DR,L2,Non-LTR Retrotransposon
L2-54_DR,L2,Non-LTR Retrotransposon
L2-55_DR,L2,Non-LTR Retrotransposon
L2-56_DR,L2,Non-LTR Retrotransposon
L2-57_DR,L2,Non-LTR Retrotransposon
L2-58_DR,L2,Non-LTR Retrotransposon
L2-59_DR,L2,Non-LTR Retrotransposon
L2-5_DRe,L2,Non-LTR Retrotransposon
L2-6_DRe,L2,Non-LTR Retrotransposon
L2-7_DRe,L2,Non-LTR Retrotransposon
L2-8_DR,L2,Non-LTR Retrotransposon
L2-9_DRe,L2,Non-LTR Retrotransposon
LOOPER-N5B_DR,Kolobok,DNA transposon
LOOPER-N5C_DR,Kolobok,DNA transposon
Looper-N7_DR,piggyBac,DNA transposon
Looper-N8_DR,Kolobok,DNA transposon
LOOPERN3B_DR,Kolobok,DNA transposon
LOOPERN3_DR,Kolobok,DNA transposon
LOOPERN4B_DR,Kolobok,DNA transposon
LOOPERN4_DR,Kolobok,DNA transposon
LOOPERN5_DR,Kolobok,DNA transposon
LOOPERN6B_DR,piggyBac,DNA transposon
LOOPERN6_DR,piggyBac,DNA transposon
LOOPERN7_DR,Kolobok,DNA transposon
LRS-2_DR,Crypton,DNA transposon
LRS-3_DR,Crypton,DNA transposon
LRS_DR,Crypton,DNA transposon
LTR12_DR,ERV1,Endogenous Retrovirus
LTR1B_DR,Copia,LTR Retrotransposon
LTR1_DR,Copia,LTR Retrotransposon
LTR4_DR,BEL,LTR Retrotransposon
Mariner-10_DR,Mariner/Tc1,DNA transposon
Mariner-11_DR,Mariner/Tc1,DNA transposon
Mariner-12_DR,Mariner/Tc1,DNA transposon
Mariner-13_DR,Mariner/Tc1,DNA transposon
Mariner-14_DR,Mariner/Tc1,DNA transposon
Mariner-15_DR,Mariner/Tc1,DNA transposon
Mariner-16_DR,Mariner/Tc1,DNA transposon
Mariner-17_DR,Mariner/Tc1,DNA transposon
Mariner-18N1_DR,Mariner/Tc1,DNA transposon
Mariner-18_DR,Mariner/Tc1,DNA transposon
Mariner-19_DR,Mariner/Tc1,DNA transposon
Mariner-1_DR,Mariner/Tc1,DNA transposon
Mariner-20_DR,Mariner/Tc1,DNA transposon
Mariner-21_DR,Mariner/Tc1,DNA transposon
Mariner-2_DR,Mariner/Tc1,DNA transposon
Mariner-3_DR,Mariner/Tc1,DNA transposon
Mariner-4_DR,Mariner/Tc1,DNA transposon
Mariner-5_DR,Mariner/Tc1,DNA transposon
Mariner-6_DR,Mariner/Tc1,DNA transposon
Mariner-7_DR,Mariner/Tc1,DNA transposon
Mariner-8_DR,Mariner/Tc1,DNA transposon
Mariner-9_DR,Mariner/Tc1,DNA transposon
Mariner-N10_DR,Mariner/Tc1,DNA transposon
Mariner-N11_DR,Mariner/Tc1,DNA transposon
Mariner-N12_DR,Mariner/Tc1,DNA transposon
Mariner-N13_DR,Mariner/Tc1,DNA transposon
Mariner-N14_DR,Mariner/Tc1,DNA transposon
Mariner-N15_DR,Mariner/Tc1,DNA transposon
Mariner-N16_DR,Mariner/Tc1,DNA transposon
Mariner-N17_DR,Mariner/Tc1,DNA transposon
Mariner-N18_DR,Mariner/Tc1,DNA transposon
Mariner-N19_DR,Mariner/Tc1,DNA transposon
Mariner-N1_DR,Mariner/Tc1,DNA transposon
Mariner-N20_DR,Mariner/Tc1,DNA transposon
Mariner-N21_DR,Mariner/Tc1,DNA transposon
Mariner-N22_DRe,Mariner/Tc1,DNA transposon
Mariner-N23_DRe,Mariner/Tc1,DNA transposon
Mariner-N24_DR,Mariner/Tc1,DNA transposon
Mariner-N25_DR,Mariner/Tc1,DNA transposon
Mariner-N26_DRe,Mariner/Tc1,DNA transposon
Mariner-N27_DR,Mariner/Tc1,DNA transposon
Mariner-N28_DR,Mariner/Tc1,DNA transposon
Mariner-N29_DR,Mariner/Tc1,DNA transposon
Mariner-N2_DR,Mariner/Tc1,DNA transposon
Mariner-N30_DR,Mariner/Tc1,DNA transposon
Mariner-N31_DR,Mariner/Tc1,DNA transposon
Mariner-N32_DR,Mariner/Tc1,DNA transposon
Mariner-N33_DR,Mariner/Tc1,DNA transposon
Mariner-N34_DR,Mariner/Tc1,DNA transposon
Mariner-N36_DR,Mariner/Tc1,DNA transposon
Mariner-N37_DR,Mariner/Tc1,DNA transposon
Mariner-N38_DR,Mariner/Tc1,DNA transposon
Mariner-N39_DR,Mariner/Tc1,DNA transposon
Mariner-N40_DR,Mariner/Tc1,DNA transposon
Mariner-N41_DR,Mariner/Tc1,DNA transposon
Mariner-N42_DR,Mariner/Tc1,DNA transposon
Mariner-N43_DR,Mariner/Tc1,DNA transposon
Mariner-N44_DR,Mariner/Tc1,DNA transposon
Mariner-N45_DR,Mariner/Tc1,DNA transposon
Mariner-N5B_DR,Mariner/Tc1,DNA transposon
Mariner-N5C_DR,Mariner/Tc1,DNA transposon
Mariner-N5_DR,Mariner/Tc1,DNA transposon
Mariner-N6_DR,Mariner/Tc1,DNA transposon
Mariner-N7_DR,Mariner/Tc1,DNA transposon
Mariner-N8_DR,Mariner/Tc1,DNA transposon
Merlin-1_DR,Merlin,DNA transposon
Merlin-2_DR,Merlin,DNA transposon
Merlin-N1_DR,Merlin,DNA transposon
Merlin-N2_DR,Merlin,DNA transposon
Merlin-N3_DR,Merlin,DNA transposon
Merlin-N4_DR,Merlin,DNA transposon
Merlin-N5_DR,Merlin,DNA transposon
MuDR-1_DR,MuDR,DNA transposon
MuDR-2N1_DR,MuDR,DNA transposon
MuDR-2_DR,MuDR,DNA transposon
MuDR-3_DR,MuDR,DNA transposon
MuDR-N1_DR,MuDR,DNA transposon
MuDR-N2_DR,MuDR,DNA transposon
Nimb-10_DR,Nimb,Non-LTR Retrotransposon
Nimb-11_DR,Nimb,Non-LTR Retrotransposon
Nimb-12_DR,Nimb,Non-LTR Retrotransposon
Nimb-13_DR,Nimb,Non-LTR Retrotransposon
Nimb-14_DR,Nimb,Non-LTR Retrotransposon
Nimb-15_DR,Nimb,Non-LTR Retrotransposon
Nimb-16_DR,Nimb,Non-LTR Retrotransposon
Nimb-17_DRe,Nimb,Non-LTR Retrotransposon
Nimb-1_DR,Nimb,Non-LTR Retrotransposon
Nimb-2_DR,Nimb,Non-LTR Retrotransposon
Nimb-3_DR,Nimb,Non-LTR Retrotransposon
Nimb-4_DR,Nimb,Non-LTR Retrotransposon
Nimb-5_DR,Nimb,Non-LTR Retrotransposon
Nimb-6_DR,Nimb,Non-LTR Retrotransposon
Nimb-7_DR,Nimb,Non-LTR Retrotransposon
Nimb-8_DR,Nimb,Non-LTR Retrotransposon
Nimb-9_DR,Nimb,Non-LTR Retrotransposon
P-1N1_DR,P,DNA transposon
P-1N2_DR,P,DNA transposon
P-1N3_DR,P,DNA transposon
P-1_DR,P,DNA transposon
P-N2_DR,P,DNA transposon
Penelope-1_DR,Penelope,Non-LTR Retrotransposon
Penelope-2_DR,Penelope,Non-LTR Retrotransposon
Penelope-3B_DR,Penelope,Non-LTR Retrotransposon
Penelope-3_DR,Penelope,Non-LTR Retrotransposon
Penelope-4_DR,Penelope,Non-LTR Retrotransposon
Penelope-5_DR,Penelope,Non-LTR Retrotransposon
piggyBac-1_DR,piggyBac,DNA transposon
piggyBac-2_DR,piggyBac,DNA transposon
piggyBac-N10_DR,piggyBac,DNA transposon
piggyBac-N11_DR,piggyBac,DNA transposon
piggyBac-N12_DR,piggyBac,DNA transposon
piggyBac-N13B_DR,piggyBac,DNA transposon
piggyBac-N13_DR,piggyBac,DNA transposon
piggyBac-N14_DR,piggyBac,DNA transposon
piggyBac-N15_DR,piggyBac,DNA transposon
piggyBac-N16B_DR,piggyBac,DNA transposon
piggyBac-N16_DR,piggyBac,DNA transposon
piggyBac-N17B_DR,piggyBac,DNA transposon
piggyBac-N17_DR,piggyBac,DNA transposon
piggyBac-N18_DR,piggyBac,DNA transposon
piggyBac-N19_DR,piggyBac,DNA transposon
piggyBac-N1_DR,piggyBac,DNA transposon
piggyBac-N20_DR,piggyBac,DNA transposon
piggyBac-N21_DR,piggyBac,DNA transposon
piggyBac-N22_DR,piggyBac,DNA transposon
piggyBac-N2B_DR,piggyBac,DNA transposon
piggyBac-N2_DR,piggyBac,DNA transposon
piggyBac-N3_DR,piggyBac,DNA transposon
piggyBac-N4_DR,piggyBac,DNA transposon
piggyBac-N5B_DR,piggyBac,DNA transposon
piggyBac-N5C_DR,piggyBac,DNA transposon
piggyBac-N5_DR,piggyBac,DNA transposon
piggyBac-N6_DR,piggyBac,DNA transposon
piggyBac-N7_DR,piggyBac,DNA transposon
piggyBac-N8_DR,piggyBac,DNA transposon
piggyBac-N9_DR,piggyBac,DNA transposon
Polinton-1N1_DR,Polinton,DNA transposon
Polinton-1_DR,Polinton,DNA transposon
Polinton-2N1_DR,Polinton,DNA transposon
Polinton-2_DR,Polinton,DNA transposon
Polinton-3_DR,Polinton,DNA transposon
Polinton-4N1_DR,Polinton,DNA transposon
Polinton-4_DR,Polinton,DNA transposon
Proto2-1_DR,Proto2,Non-LTR Retrotransposon
PROTOP1_DR,P,DNA transposon
R2Dr,R2,Non-LTR Retrotransposon
Rex1-15_DRe,Rex1,Non-LTR Retrotransposon
Rex1-19_DRe,Rex1,Non-LTR Retrotransposon
REX1-1_DR,Rex1,Non-LTR Retrotransposon
Rex1-20_DRe,Rex1,Non-LTR Retrotransposon
Rex1-21_DRe,Rex1,Non-LTR Retrotransposon
Rex1-23_DRe,Rex1,Non-LTR Retrotransposon
Rex1-26_DRe,Rex1,Non-LTR Retrotransposon
Rex1-28_DRe,Rex1,Non-LTR Retrotransposon
Rex1-29_DRe,Rex1,Non-LTR Retrotransposon
REX1-2_DR,Rex1,Non-LTR Retrotransposon
Rex1-30_DRe,Rex1,Non-LTR Retrotransposon
Rex1-31_DRe,Rex1,Non-LTR Retrotransposon
Rex1-38_DRe,Rex1,Non-LTR Retrotransposon
REX1-3_DR,Rex1,Non-LTR Retrotransposon
Rex1-40B3_DR,Rex1,Non-LTR Retrotransposon
Rex1-40_DRe,Rex1,Non-LTR Retrotransposon
Rex1-43_DRe,Rex1,Non-LTR Retrotransposon
REX1-4_DR,Rex1,Non-LTR Retrotransposon
Rex1-50_DR,Rex1,Non-LTR Retrotransposon
Rex1-52_DR,Rex1,Non-LTR Retrotransposon
Rex1-53_DR,Rex1,Non-LTR Retrotransposon
Rex1-54_DR,Rex1,Non-LTR Retrotransposon
Rex1-55_DR,Rex1,Non-LTR Retrotransposon
Rex1-56_DR,Rex1,Non-LTR Retrotransposon
Rex1-57_DR,Rex1,Non-LTR Retrotransposon
Rex1-58_DR,Rex1,Non-LTR Retrotransposon
Rex1-59_DR,Rex1,Non-LTR Retrotransposon
REX1-5_DR,Rex1,Non-LTR Retrotransposon
Rex1-60_DR,Rex1,Non-LTR Retrotransposon
Rex1-61_DR,Rex1,Non-LTR Retrotransposon
Rex1-6_DR,Rex1,Non-LTR Retrotransposon
REX1-7_DR,Rex1,Non-LTR Retrotransposon
REX1-8_DR,Rex1,Non-LTR Retrotransposon
REX1-9_DR,Rex1,Non-LTR Retrotransposon
RTE-1_DR,RTE,Non-LTR Retrotransposon
RTE-2_DR,RTE,Non-LTR Retrotransposon
RTE-3_DR,RTE,Non-LTR Retrotransposon
RTE-4_DR,RTE,Non-LTR Retrotransposon
RTEX-1_DR,RTEX,Non-LTR Retrotransposon
RTEX-2_DR,RTEX,Non-LTR Retrotransposon
RTEX-3_DR,RTEX,Non-LTR Retrotransposon
RTEX-4_DR,RTEX,Non-LTR Retrotransposon
RTEX-5_DR,RTEX,Non-LTR Retrotransposon
SINE2-1B_DR,SINE,Non-LTR Retrotransposon
SINE2-1_DR,SINE,Non-LTR Retrotransposon
SINE2-2_DR,SINE,Non-LTR Retrotransposon
SINE2-3B_DR,SINE,Non-LTR Retrotransposon
SINE2-3_DR,SINE,Non-LTR Retrotransposon
SINE2-4_DR,SINE,Non-LTR Retrotransposon
SINE2-5_DR,SINE,Non-LTR Retrotransposon
SINE3-1,SINE,Non-LTR Retrotransposon
SINE3-1a,SINE,Non-LTR Retrotransposon
SINE3-2_DR,SINE,Non-LTR Retrotransposon
Sola2-N1_DR,Sola,DNA transposon
Sola2-N2_DR,Sola,DNA transposon
Sola2-N3_DR,Sola,DNA transposon
SUSHIIDR1,Gypsy,LTR Retrotransposon
SUSHIIDR1_LTR,Gypsy,LTR Retrotransposon
Tc1-1_DR,Mariner/Tc1,DNA transposon
Tc1-4_DR,Mariner/Tc1,DNA transposon
Tc1-5_DR,Mariner/Tc1,DNA transposon
Tc1-6_DR,Mariner/Tc1,DNA transposon
Tc1-7_DR,Mariner/Tc1,DNA transposon
Tc1-8B_DR,Mariner/Tc1,DNA transposon
Tc1-8_DR,Mariner/Tc1,DNA transposon
TC1DR1,Mariner/Tc1,DNA transposon
TC1DR3B,Mariner/Tc1,DNA transposon
TDR1,Mariner/Tc1,DNA transposon
TDR11,Merlin,DNA transposon
TDR12,Mariner/Tc1,DNA transposon
TDR19,hAT,DNA transposon
TDR2,Mariner/Tc1,DNA transposon
TDR3,hAT,DNA transposon
TDR5,EnSpm/CACTA,DNA transposon
TDR8,Harbinger,DNA transposon
TDR8B,hAT,DNA transposon
Tx1-10_DR,Tx1,Non-LTR Retrotransposon
Tx1-11_DR,Tx1,Non-LTR Retrotransposon
Tx1-12_DR,Tx1,Non-LTR Retrotransposon
Tx1-13_DR,Tx1,Non-LTR Retrotransposon
Tx1-14_DR,Tx1,Non-LTR Retrotransposon
Tx1-15_DR,Tx1,Non-LTR Retrotransposon
Tx1-16_DR,Tx1,Non-LTR Retrotransposon
Tx1-17_DR,Tx1,Non-LTR Retrotransposon
Tx1-18_DR,Tx1,Non-LTR Retrotransposon
Tx1-19_DR,Tx1,Non-LTR Retrotransposon
Tx1-1_DR,Tx1,Non-LTR Retrotransposon
Tx1-20_DR,Tx1,Non-LTR Retrotransposon
Tx1-21_DR,Tx1,Non-LTR Retrotransposon
Tx1-22_DR,Tx1,Non-LTR Retrotransposon
Tx1-23_DR,Tx1,Non-LTR Retrotransposon
Tx1-24_DR,Tx1,Non-LTR Retrotransposon
Tx1-25_DR,Tx1,Non-LTR Retrotransposon
Tx1-26_DR,Tx1,Non-LTR Retrotransposon
Tx1-27_DR,Tx1,Non-LTR Retrotransposon
Tx1-28_DR,Tx1,Non-LTR Retrotransposon
Tx1-29_DR,Tx1,Non-LTR Retrotransposon
Tx1-2_DR,Tx1,Non-LTR Retrotransposon
Tx1-30_DR,Tx1,Non-LTR Retrotransposon
Tx1-31_DR,Tx1,Non-LTR Retrotransposon
Tx1-32_DR,Tx1,Non-LTR Retrotransposon
Tx1-33_DR,Tx1,Non-LTR Retrotransposon
Tx1-34_DR,Tx1,Non-LTR Retrotransposon
Tx1-35_DR,Tx1,Non-LTR Retrotransposon
Tx1-36_DR,Tx1,Non-LTR Retrotransposon
Tx1-37_DR,Tx1,Non-LTR Retrotransposon
Tx1-38_DR,Tx1,Non-LTR Retrotransposon
Tx1-39_DR,Tx1,Non-LTR Retrotransposon
Tx1-3_DR,Tx1,Non-LTR Retrotransposon
Tx1-40_DR,Tx1,Non-LTR Retrotransposon
Tx1-41_DR,Tx1,Non-LTR Retrotransposon
Tx1-42_DR,Tx1,Non-LTR Retrotransposon
Tx1-43_DR,Tx1,Non-LTR Retrotransposon
Tx1-44_DR,Tx1,Non-LTR Retrotransposon
Tx1-45_DR,Tx1,Non-LTR Retrotransposon
Tx1-46_DR,Tx1,Non-LTR Retrotransposon
Tx1-47_DR,Tx1,Non-LTR Retrotransposon
Tx1-48_DR,Tx1,Non-LTR Retrotransposon
Tx1-49_DR,Tx1,Non-LTR Retrotransposon
Tx1-4_DR,Tx1,Non-LTR Retrotransposon
Tx1-50_DR,Tx1,Non-LTR Retrotransposon
Tx1-51_DR,Tx1,Non-LTR Retrotransposon
Tx1-52_DR,Tx1,Non-LTR Retrotransposon
Tx1-53_DR,Tx1,Non-LTR Retrotransposon
Tx1-54_DR,Tx1,Non-LTR Retrotransposon
Tx1-55_DR,Tx1,Non-LTR Retrotransposon
Tx1-56_DR,Tx1,Non-LTR Retrotransposon
Tx1-57_DR,Tx1,Non-LTR Retrotransposon
Tx1-5_DR,Tx1,Non-LTR Retrotransposon
Tx1-6_DR,Tx1,Non-LTR Retrotransposon
Tx1-7_DR,Tx1,Non-LTR Retrotransposon
Tx1-8_DR,Tx1,Non-LTR Retrotransposon
Tx1-9_DR,Tx1,Non-LTR Retrotransposon
TZF28,Mariner/Tc1,DNA transposon
TZF28B,Mariner/Tc1,DNA transposon
TZF28C,Mariner/Tc1,DNA transposon
Zator-N1_DR,Zator,DNA transposon
ZFERV-2-I_DR,ERV1,Endogenous Retrovirus
ZFERV-2-LTR_DR,ERV1,Endogenous Retrovirus
ZFERV-2N1-I_DR,ERV1,Endogenous Retrovirus
ZFERV-2N2-I_DR,ERV1,Endogenous Retrovirus
ZFERV_I,ERV1,Endogenous Retrovirus
ZFERV_LTR,ERV1,Endogenous Retrovirus
Zisupton-1_DR,Zisupton,DNA transposon
Zisupton-2_DR,Zisupton,DNA transposon
Zisupton-3_DR,Zisupton,DNA transposon
Zisupton-4_DR,Zisupton,DNA transposon
Zisupton-5_DR,Zisupton,DNA transposon
Zisupton-6_DR,Zisupton,DNA transposon
Zisupton-7_DR,Zisupton,DNA transposon
Zisupton-N1_DR,Zisupton,DNA transposon
